Feature1,Feature2,Feature3,Feature4
8.252110938977443,-2.1843503187714735,6.8292735113173615,0.46255089614118794
0.008187960881917089,4.780855419805255,1.6993160283860715,3.4378952806971084
10.203929175643399,-2.089471327099666,5.469006515045541,2.435435772740834
1.5954250001519839,2.429473830707322,1.1553810446893937,1.379744268610138
1.847534348161021,4.964358135489968,3.2293293752411767,1.4287950332671346
1.7079290055768874,4.238298952303907,2.4034367566746866,1.5609217496171108
8.682363777842468,-1.8821089134252729,6.300036900601463,1.9549432942671454
-2.1363588933689828,3.98029472161158,-1.288405592862478,7.559038947815436
9.596480157740013,-2.4286222763620415,6.325566511286804,0.17887476911689615
9.258085271946738,-3.2132890623501233,6.429689447966786,0.4926275449154791
-1.2486013392218642,3.8561834723405832,-2.1223587241561006,6.689251859136843
8.763244628919926,-2.486803551398933,6.177475763855809,0.25404798857626854
-0.770554431926422,4.0201221074206925,-0.28833399618454625,8.217925642246165
9.011674602528618,-2.464847292688522,6.191145594026194,0.3830615300856255
-2.6398121998441324,2.2245914827045095,-2.2275406187657554,8.329843421703057
-1.1901732198858843,4.267668005248053,-1.3631812217227643,7.724767136447722
-0.4559130099646942,2.534887176038103,-1.4463733126148048,6.436650045403808
10.361452418891707,-1.646638058290423,3.9920591993547085,1.1884902665951198
1.503658606111502,5.310491251370726,0.32294018934960333,0.5242514970876151
-1.5683165254875506,4.169930100696158,-1.8335930083844882,7.853827455908923
-1.1895632602953252,1.5184688457182538,-0.6638736755601299,8.018996186400777
9.224091545789472,-3.1317990233053794,3.9173839695180472,-1.035477478634193
10.340655720227126,-3.801702148969815,5.673413090199916,0.6597720072196637
-1.3926310061589644,1.8175990567898734,-1.601408905812236,6.840490175856959
-2.2974402536588983,2.6526280175469332,-0.8518137081729475,6.8109769959933475
2.7397233484068364,2.2031077340903975,3.0125799256219628,1.1455389276063195
0.44563245536948926,4.472001704910839,1.0864213791089314,1.2073176831769001
8.49284832979405,-0.7334905025545544,5.7499314476946335,-0.2601946604421467
1.1861195564695504,3.0631627278921627,2.277730685441485,0.8092881367387819
