Feature1,Feature2,Feature3
-0.8337421680226835,7.660238116454214,6.697837566470511
0.13772939212002944,-1.99922725296886,3.0265293860461497
0.5539552544212243,4.408501356881675,2.2833208465569452
0.35102415598932124,3.5672961559426417,2.610315463843312
1.5270586926492264,4.899210484212113,2.5001209596193865
-3.332395847636805,8.890000257605639,8.614809119603803
-0.08231579901519215,8.57974785289603,8.62793231070477
-0.7131867594323871,-0.5790572588467993,3.0165286246210647
0.5099196438229933,-2.1336395812643287,4.45444114955958
-1.699737997753225,6.049245716874839,0.11273789310802829
-3.356348896421433,6.471737484405747,2.1709382389874605
1.5237506506511602,3.4899928442170842,0.6061499106959476
-1.1317002838161152,6.6984766254789125,10.245550275214264
2.0717255137462356,-0.9957726398927076,3.069782790447646
1.6668445640099772,-0.110718326896039,2.5804182632062447
-2.3278715617924086,7.547462057429485,6.981783404655495
-1.3346358765818058,4.461217253392218,1.105826944697509
-3.148669993866307,7.2831022757429755,1.6632758995253139
0.4198065753268887,9.321193556743724,7.963973163673542
-2.259786043673592,9.738990414080021,7.988857462353201
-3.772960492023082,6.6383499550003995,0.11620454665212382
1.0466300406365248,-0.4235804123267559,2.7278334627516583
-4.291175330261612,7.339858612748189,-1.4001155129177993
-3.3202720031926956,3.3575153652530307,1.348152669672753
-2.087664180884822,7.654490288425719,8.880824528641496
-3.640776263823602,6.39216730902531,-0.22477831931290748
-0.8235933775146571,5.7955604599240935,1.0715802526266165
-0.9354383518847895,7.317880319218529,8.323924307798503
0.2985091707086487,6.0729980701030035,-0.3544646279001181
1.4210514409537454,5.3261796498904594,1.5570559028467683
-0.2682953700140519,8.497884153803023,7.491469252147736
1.811548318221444,-1.7847988728312627,3.026697532247336
0.31110593912849915,-0.7394203824873893,2.8406636196875823
-1.230380451515489,7.729398612869199,10.223030505981715
-1.6161149970442525,7.972834899924469,9.053148066793769
-2.1747910153295935,8.00398521776209,8.625521423553058
1.7320103674410376,3.7646546906954,1.3055771767299813
0.5873594346078632,-0.713867635227945,2.1815851714377468
-1.3866984937767417,6.625633366821496,2.212520627117529
-1.7301805717062475,7.888135610316415,9.86368736100937
1.203466509883521,-2.6794239928839154,3.46223782123346
-1.269051569824907,4.867795862522199,0.7707152234403507
-0.9600097273000119,4.492565924242219,2.5791585452670835
2.305411361292048,4.25544270366857,1.447166264481188
0.28934521644740374,9.419494931341243,7.765921567238448
0.6288194260479318,3.722518850588065,0.4226329951983827
-0.7855431470768808,-1.1828578752269814,3.6250402919663913
-3.2201372143562663,4.013633908895461,0.9675799815953043
1.1312175042434114,4.681949847050563,1.1674817738027652
-0.4616564647874202,-3.786879687894124,2.0244011673252533
1.8048685281211845,-2.3723453552894727,2.3916389205603648
-1.3877826917480705,6.277947685444323,9.698167031196402
0.16020746606148872,-3.0638238964451476,2.3556274321680735
-2.9929394373514895,4.1745838101943775,0.24450750889417427
-2.844856448252856,6.2040444341851755,3.1728602813451325
-3.9552628418344913,4.647214894765121,-0.5284490505868644
-3.8975399597765374,4.085849318845229,-0.5446935423403085
0.8792899308169121,-1.730939459953439,1.9701418964476682
-1.8340720791622522,8.18163478562287,11.065772808033376
-0.577405710860361,5.379615467256291,0.37548352756925524
-3.0967861099274305,7.686526197522882,8.521982985050933
-2.08203588936985,6.497589259485566,0.8322882138572898
-2.633391132139325,5.300580391434405,0.5750836130424289
0.7041248276799962,-0.9793354683485764,3.194694186778012
3.041069171285087,-1.9777809520595233,3.3829897265152273
-1.1102299735202288,5.938188699277888,1.275463044675543
-0.17731515569456713,9.203578009320598,10.027297246128658
1.4632073834864276,4.197134653788165,1.56205313432238
-0.6874907931486939,8.652740650662198,9.038599285053806
1.074535141904162,-2.2010261916492473,2.8634796804994793
0.7834282500025304,4.270468044603237,0.5244640240333853
-0.8312030523259923,8.268668110063013,9.073192062719514
-0.8690007785630447,6.079738106737897,-1.2789953733111543
-1.3539116461806269,4.859531288486275,-0.34155651601967296
1.7843222618679015,-1.5229949925035025,1.4561109379728119
0.59523050294051,-2.2663049594421874,2.405070178391278
2.2394268512111353,-1.6320935687458196,4.2746695063865925
0.6587269846162958,2.6713640253804067,1.988133366818356
-2.0049659231187515,6.734385422468859,2.7679766138842616
1.5933702465813107,-1.746992541648515,2.2794555550673317
2.804262342644055,-2.5590789076346994,2.740520778061626
-0.8598880895461587,-2.310033552318486,3.8915080975495653
-3.654016450664724,8.577999869920042,10.047236378359708
1.3989130562273686,0.585115610398169,3.4206792347857444
0.48917864683467155,5.20275472203645,2.5661423433252954
-0.3333863628033875,-1.6554696094284322,3.771519238418211
-0.47935491085320026,0.4843391729357567,2.68237894699927
-1.8201771068152022,7.8014663161346816,9.049112442349031
0.19823990077541476,7.207386192158175,9.340018943883942
0.9142169527481611,5.562954457059204,2.75937854357446
1.9095188234682943,-1.8081419526548173,2.9345887689360075
-3.7800204473570598,8.51226114772122,8.44970577647158
-2.710880365142652,4.761789427293326,-0.7211880305381873
-1.410244922456332,7.464386548905205,10.492362276467604
2.9198912641957877,3.8901683466886428,1.3078127099921202
0.8946989084996142,-3.303947619598424,3.0473750972745095
0.886449501721588,-0.18214361625831055,2.086389862074884
1.4749603534563225,5.351759483416442,2.3395471922400928
-1.3856612351430997,6.2574243024468785,-0.5977816012119268
-1.969059887730386,6.985196766147073,-0.663230291545372
-2.60451468690501,6.265408021123726,1.176032416660878
0.509850981810552,3.3593410715301397,1.6452178282303294
1.9665928892024405,5.930218818440647,3.3479135424453466
0.18035718280093294,8.907664444324496,11.509718555256347
-1.8966391460252026,8.021532042453003,9.317965257700616
-1.3733076187957212,6.309268639271588,7.462903041139883
1.918738197766889,4.036192581213042,1.3772417398684276
2.4587622168336867,-2.6584432552420543,2.6216506069349155
-2.0727075252120133,8.242074512422514,9.887972078534403
1.6335377688512724,3.6567338010656307,2.2265110665850902
0.7521777114835664,6.271517009591436,2.502950737175534
0.504905461176729,-1.6861335569224087,4.075822790739757
0.44774388172618934,-2.0733631446342424,2.170020589191261
3.3887237580902436,3.343282945815242,1.2621501587252064
-1.6567216966318274,5.355844914306804,0.34443909288193975
2.010679965028013,3.3075746870773237,0.837329009839727
0.6560104973067162,-1.3682520831556624,4.09607162581472
-0.8547552646986383,-1.2458810513643543,3.5424914730937767
0.7415832455820673,-1.548107400156478,0.8155316858525783
1.0846342681512204,-2.5824353018640878,3.5134942146276713
1.4346982076125916,-1.8137392214164658,4.552287906253024
0.9820015851160626,-1.8245772655128853,2.5788493856425996
-0.3872319211637225,-2.0878343194965816,1.0064656303202422
1.3777691336367826,5.52865789164205,2.120123627776454
1.1892872459763824,4.903156699970687,1.7989506277432352
1.354029248277213,4.543654433343669,2.2142261955585214
-0.4854682636702279,2.7549911904457245,2.181836322963653
-3.8416330127400213,5.494030958648722,1.6798823478392806
0.6647175464191224,4.359952669678135,0.8901176806495215
0.31430082425899686,-1.883149963707252,3.6193893902730423
-0.0867824064883076,-2.5210903666721296,3.087190359224273
0.5425805374820165,-2.2784730033528433,3.227585850704782
-2.3373700664068124,6.1714410927060595,8.572975330258611
-0.10137376477392257,5.013680776379226,-1.2212102079746254
0.43442780462473474,-1.5459622269971964,3.1235389353526397
-0.5769778763047505,7.437438668579194,8.4731500788429
1.727293500237352,-1.1135189923547522,2.3340034464938464
1.6799442695357214,-3.6109040724676498,1.7326641139870422
2.7089912654656283,4.988288434307581,2.4260925227139802
-0.4901542492560189,4.824852203901148,1.4794795516198118
-0.14441384888631337,8.585336039590608,8.583077491476438
1.9104498270462198,2.9122820580441706,2.924273864251639
-2.3155379749049967,7.078371872149752,8.798244684045004
0.49809479961453657,-2.4599818541160063,2.6791059444878904
1.1991284016499817,5.279824852817316,0.49833358892361734
3.2329935758447044,3.5990870515921563,2.9985282464023726
-1.5537215989536857,6.937387166346609,0.47108694027674536
-1.8121730594888579,7.881497007888664,7.366250790390018
2.713045035523206,2.8572094374124957,0.4725818796300889
2.2904245123604436,3.8745780308019127,3.430492941879775
-1.870531346019694,5.231923680730549,-0.22846755997404056
1.3526956097021245,3.2043865368641953,2.3535056956389337
1.1509501714446637,2.6509836851955466,3.121194340149767
-1.6003106187973088,8.527832659074381,7.927296030178982
-1.2471330736779316,4.9290187784755775,0.4532098658261303
1.189750127456664,3.0952136737151688,1.8132476915626585
-3.526635135550624,6.43597373169758,10.036976842986231
1.3280501892278533,4.683022860983977,1.585234638732003
0.8140516309698043,5.073217505625694,2.3858002646677936
