Feature1,Feature2,Feature3,Feature4
7.7077134238519545,-1.2669178084219286,5.387923345455365,1.2037011940229
3.150831326363301,9.309946290580251,-8.825983245175768,-8.143661430422613
1.4843975443291861,7.555981805005545,-9.362430083796475,-9.390598548666985
-1.1091785552987963,3.1762658877329732,-2.398684337579614,8.164574201840596
1.583381750462541,3.255616920622917,1.1950050694753591,1.2259649549386922
9.845388264232865,-2.3732328264106752,6.667881047566529,0.4484184920086872
2.2065607592742156,5.506167176232801,1.6679407040249257,0.5953609093626013
8.504902671930001,-2.0905479637506916,4.969810370732872,-1.0573572433240412
-1.5000254604795127,1.8321787247352737,-1.8751435187088994,9.2344168982689
1.4649606697547284,4.195825384314742,0.6333638861539659,-0.038345838606329674
-9.03953016235928,6.615904996096109,4.0458504459851765,9.800996211142735
-10.048748379570831,8.038946531444846,6.403169345917207,8.288953330220133
9.683562638463922,-2.1862170412174735,5.089361688643432,0.811253715194592
1.4749603534563225,5.351759483416442,2.3395471922400928,2.6403324405935678
8.205824366253218,-2.833475207517576,5.348772316360969,0.48597665635881243
-10.875343991063366,4.120296349699874,4.579450540795909,7.032105281148939
0.9146320263742803,2.871051837514282,2.1427989923545487,1.836410535620247
10.75109253077245,-2.5504581631341305,5.273049562860858,-0.3046266817290474
2.7619619978172407,8.04008573495386,-7.802770555007983,-8.548691868448792
-0.3794776931742925,3.7455418310820034,-2.0431183922637466,7.513974097551472
10.168834213814256,-1.984107651613984,6.156863545774753,1.2482624655052212
8.656017993306865,-3.23746363678649,7.459448460606569,-0.24599190773088475
-9.949395936148106,7.03569635819297,8.923593509358021,8.407416941909906
-0.16137708846248922,2.6562439139561493,-2.5344966855689144,6.180802525899946
-0.34066984526732713,1.9946813824647265,-2.7350788302505054,9.124166872613612
0.6406285311982685,8.584814921683641,-10.023319165208656,-7.149842818577864
1.1730401686338507,5.273411056672437,0.33661764482078294,-0.15929310800727814
1.3754542035453838,9.410695023448065,-8.243959617989502,-7.296746244632353
0.9950618703207529,3.7100098796697223,0.04338720218816894,1.4873672655126606
8.623178051221501,-2.486828619317126,7.68223066504578,-0.8796956012549777
-9.134156474160163,6.358338787597019,6.662524116351185,6.932603323095725
1.479108417488485,6.546959983242319,-8.450731645030272,-7.541264711163324
9.687665718340432,-1.3504882620458398,7.619255886147125,-0.436631340233981
-2.845781922728312,2.6019778255064763,-1.2065782598540489,8.608977416012996
1.2272348603250218,7.551809081034202,-8.80394835539334,-9.650743482510492
1.4424365045805259,3.933544886744047,1.601463480380877,1.3009282001011837
-2.835075131075093,4.765296281156513,-1.4781557177777145,8.524406198158946
-10.907676884831243,7.988668252333158,4.628214695174099,7.220655284613137
1.2210138094364416,8.91760391752478,-9.507212911194628,-8.658247674479652
-10.370383445153436,6.802451260733037,6.091311055261522,5.8949063782560485
2.033325842931473,8.788400413231248,-9.674061566384387,-7.543316645112383
10.850814558219154,-2.0674875838746627,7.101541933874404,1.7626464985124004
1.2610606776808582,3.9944097345650285,2.0267386515984613,0.5729333948549769
2.022164192854727,7.4956873622934745,-9.251427060357674,-9.281411374149432
0.468752476889138,3.251907224896716,4.5524679130198855,-1.3476579884334652
1.7667355116591974,9.882385018486591,-9.45424833775768,-8.496990413496096
1.2892750908672541,8.391719776884145,-6.895631370094854,-8.639315610171986
7.753875644149067,-1.3077633377599722,6.327473441850046,-0.020424259087442054
0.048584144655010375,4.45807534909916,-2.711458373773393,6.720910527127369
1.5320472032321624,7.344230457505192,-10.174137217982178,-7.107551149929373
-10.374812901743285,7.811084209893215,4.77606064849966,6.078712568900965
9.15285301998131,-2.331131572147314,5.123871161502082,-0.5792182250554045
9.954272283706462,-2.1512641871593847,5.511083275302932,1.8064713421522192
9.077667232573406,-2.7200024350358514,5.685274126509778,0.7843892415534144
-9.472897722816176,6.115746493833652,5.1400644036567655,7.849717072857113
-1.3197304454364813,3.7675193416739017,-1.9692264146910174,7.954395999107532
-8.254699518303777,4.921624697217396,5.470167694213332,7.253764077627015
8.662710232815371,-1.8138971162877757,4.603407906221553,1.216450394252392
-7.824925438129982,5.875026821121551,6.379250571042421,6.792813004315991
0.44496031915240186,7.465561608260585,-9.063421175581574,-6.795033326127041
2.0140891898536237,7.988199478003542,-9.016979553230895,-7.016207871869688
1.0746479853619708,4.685203581657561,2.122759778673685,0.9140017440508293
1.1648284743803963,7.605787105978401,-9.870166685010188,-9.095375721777902
0.6762634195347381,5.179296480589773,2.3075383020450033,3.1832648414660034
-0.915394311450875,2.592567191066471,-1.1365526684120393,8.583386956272255
2.1403479240079184,8.476173030793177,-9.070776460951652,-8.90848388214526
